Object	Key	Type	SinceVersion	DeprecatedIn	Required	IndirectReference	Inheritable	DefaultValue	PossibleValues	SpecialCase	Link	Note
RenditionMedia	MH	dictionary	1.5		FALSE	FALSE	FALSE				[RenditionMH]	
RenditionMedia	BE	dictionary	1.5		FALSE	FALSE	FALSE				[RenditionBE]	
RenditionMedia	C	dictionary	1.5		FALSE	FALSE	FALSE				[MediaClipSection,MediaClipData]	
RenditionMedia	P	dictionary	1.5		fn:IsRequired(fn:Not(fn:IsPresent(C)))	FALSE	FALSE				[MediaPlayParameters]	
RenditionMedia	SP	dictionary	1.5		FALSE	FALSE	FALSE				[MediaScreenParameters]	
RenditionMH	C	dictionary	1.5		FALSE	FALSE	FALSE				[MediaCriteria]	Table 278
RenditionSelector	Type	name	1.5		FALSE	FALSE	FALSE		[Rendition]			Table 277 and Table 283
RenditionSelector	S	name	1.5		TRUE	FALSE	FALSE		[SR]			
RenditionSelector	N	string-text	1.5		FALSE	FALSE	FALSE					https://github.com/pdf-association/pdf-issues/issues/214
RenditionSelector	MH	dictionary	1.5		FALSE	FALSE	FALSE				[RenditionMH]	
RenditionSelector	BE	dictionary	1.5		FALSE	FALSE	FALSE				[RenditionBE]	
RenditionSelector	R	array	1.5		TRUE	FALSE	FALSE				[ArrayOfRenditions]	
Requirements3DMarkup	Type	name	2.0		FALSE	FALSE	FALSE		[Requirement]			Table 273 and Table 275
Requirements3DMarkup	S	name	2.0		TRUE	FALSE	FALSE		[3DMarkup]			
Requirements3DMarkup	V	dictionary;name	2.0		FALSE	FALSE	FALSE				[Extensions];[]	
Requirements3DMarkup	RH	array;dictionary	2.0		FALSE	FALSE	FALSE	[[]];[]			[ArrayOfRequirementsHandlers];[RequirementsHandler]	
Requirements3DMarkup	Penalty	integer	2.0		FALSE	FALSE	FALSE	100	[fn:Eval((@Penalty>=0) && (@Penalty<=100))]			
RequirementsAcroFormInteract	Type	name	2.0		FALSE	FALSE	FALSE		[Requirement]			Table 273 and Table 275
RequirementsAcroFormInteract	S	name	2.0		TRUE	FALSE	FALSE		[AcroFormInteract]			
RequirementsAcroFormInteract	V	dictionary;name	2.0		FALSE	FALSE	FALSE				[Extensions];[]	
RequirementsAcroFormInteract	RH	array;dictionary	2.0		FALSE	FALSE	FALSE	[[]];[]			[ArrayOfRequirementsHandlers];[RequirementsHandler]	
RequirementsAcroFormInteract	Penalty	integer	2.0		FALSE	FALSE	FALSE	100	[fn:Eval((@Penalty>=0) && (@Penalty<=100))]			
RequirementsAction	Type	name	2.0		FALSE	FALSE	FALSE		[Requirement]			Table 273 and Table 275
RequirementsAction	S	name	2.0		TRUE	FALSE	FALSE		[Action]			
RequirementsAction	V	dictionary;name	2.0		FALSE	FALSE	FALSE				[Extensions];[]	
RequirementsAction	RH	array;dictionary	2.0		FALSE	FALSE	FALSE	[[]];[]			[ArrayOfRequirementsHandlers];[RequirementsHandler]	
RequirementsAction	Penalty	integer	2.0		FALSE	FALSE	FALSE	100	[fn:Eval((@Penalty>=0) && (@Penalty<=100))]			
RequirementsAttachment	Type	name	2.0		FALSE	FALSE	FALSE		[Requirement]			Table 273 and Table 275
RequirementsAttachment	S	name	2.0		TRUE	FALSE	FALSE		[Attachment]			
RequirementsAttachment	V	dictionary;name	2.0		FALSE	FALSE	FALSE				[Extensions];[]	
RequirementsAttachment	RH	array;dictionary	2.0		FALSE	FALSE	FALSE	[[]];[]			[ArrayOfRequirementsHandlers];[RequirementsHandler]	
RequirementsAttachment	Penalty	integer	2.0		FALSE	FALSE	FALSE	100	[fn:Eval((@Penalty>=0) && (@Penalty<=100))]			
RequirementsAttachmentEditing	Type	name	2.0		FALSE	FALSE	FALSE		[Requirement]			Table 273 and Table 275
RequirementsAttachmentEditing	S	name	2.0		TRUE	FALSE	FALSE		[AttachmentEditing]			
RequirementsAttachmentEditing	V	dictionary;name	2.0		FALSE	FALSE	FALSE				[Extensions];[]	
RequirementsAttachmentEditing	RH	array;dictionary	2.0		FALSE	FALSE	FALSE	[[]];[]			[ArrayOfRequirementsHandlers];[RequirementsHandler]	
RequirementsAttachmentEditing	Penalty	integer	2.0		FALSE	FALSE	FALSE	100	[fn:Eval((@Penalty>=0) && (@Penalty<=100))]			
RequirementsCollection	Type	name	2.0		FALSE	FALSE	FALSE		[Requirement]			Table 273 and Table 275
RequirementsCollection	S	name	2.0		TRUE	FALSE	FALSE		[Collection]			
RequirementsCollection	V	dictionary;name	2.0		FALSE	FALSE	FALSE				[Extensions];[]	
RequirementsCollection	RH	array;dictionary	2.0		FALSE	FALSE	FALSE	[[]];[]			[ArrayOfRequirementsHandlers];[RequirementsHandler]	
RequirementsCollection	Penalty	integer	2.0		FALSE	FALSE	FALSE	100	[fn:Eval((@Penalty>=0) && (@Penalty<=100))]			
RequirementsCollectionEditing	Type	name	2.0		FALSE	FALSE	FALSE		[Requirement]			Table 273 and Table 275
RequirementsCollectionEditing	S	name	2.0		TRUE	FALSE	FALSE		[CollectionEditing]			
RequirementsCollectionEditing	V	dictionary;name	2.0		FALSE	FALSE	FALSE				[Extensions];[]	
RequirementsCollectionEditing	RH	array;dictionary	2.0		FALSE	FALSE	FALSE	[[]];[]			[ArrayOfRequirementsHandlers];[RequirementsHandler]	
RequirementsCollectionEditing	Penalty	integer	2.0		FALSE	FALSE	FALSE	100	[fn:Eval((@Penalty>=0) && (@Penalty<=100))]			
RequirementsDigSig	Type	name	2.0		FALSE	FALSE	FALSE		[Requirement]			Table 273 and Table 274 and Table 275
RequirementsDigSig	S	name	2.0		TRUE	FALSE	FALSE		[DigSig]			
RequirementsDigSig	V	dictionary;name	2.0		FALSE	FALSE	FALSE				[Extensions];[]	
RequirementsDigSig	RH	array;dictionary	2.0		FALSE	FALSE	FALSE	[[]];[]			[ArrayOfRequirementsHandlers];[RequirementsHandler]	
RequirementsDigSig	Penalty	integer	2.0		FALSE	FALSE	FALSE	100	[fn:Eval((@Penalty>=0) && (@Penalty<=100))]			
RequirementsDigSig	DigSig	dictionary	2.0		FALSE	FALSE	FALSE				[Signature,DocTimeStamp]	
RequirementsDigSigMDP	Type	name	2.0		FALSE	FALSE	FALSE		[Requirement]			Table 273 and Table 274 and Table 275
RequirementsDigSigMDP	S	name	2.0		TRUE	FALSE	FALSE		[DigSigMDP]			
RequirementsDigSigMDP	V	dictionary;name	2.0		FALSE	FALSE	FALSE				[Extensions];[]	
RequirementsDigSigMDP	RH	array;dictionary	2.0		FALSE	FALSE	FALSE	[[]];[]			[ArrayOfRequirementsHandlers];[RequirementsHandler]	
RequirementsDigSigMDP	Penalty	integer	2.0		FALSE	FALSE	FALSE	100	[fn:Eval((@Penalty>=0) && (@Penalty<=100))]			
RequirementsDigSigMDP	DigSig	dictionary	2.0		FALSE	FALSE	FALSE				[Signature,DocTimeStamp]	
RequirementsDigSigValidation	Type	name	2.0		FALSE	FALSE	FALSE		[Requirement]			Table 273 and Table 274 and Table 275
RequirementsDigSigValidation	S	name	2.0		TRUE	FALSE	FALSE		[DigSigValidation]			
RequirementsDigSigValidation	V	dictionary;name	2.0		FALSE	FALSE	FALSE				[Extensions];[]	
RequirementsDigSigValidation	RH	array;dictionary	2.0		FALSE	FALSE	FALSE	[[]];[]			[ArrayOfRequirementsHandlers];[RequirementsHandler]	
RequirementsDigSigValidation	Penalty	integer	2.0		FALSE	FALSE	FALSE	100	[fn:Eval((@Penalty>=0) && (@Penalty<=100))]			
RequirementsDigSigValidation	DigSig	dictionary	2.0		FALSE	FALSE	FALSE				[Signature,DocTimeStamp]	
RequirementsDPartInteract	Type	name	2.0		FALSE	FALSE	FALSE		[Requirement]			Table 273 and Table 275
RequirementsDPartInteract	S	name	2.0		TRUE	FALSE	FALSE		[DPartInteract]			
RequirementsDPartInteract	V	dictionary;name	2.0		FALSE	FALSE	FALSE				[Extensions];[]	
RequirementsDPartInteract	RH	array;dictionary	2.0		FALSE	FALSE	FALSE	[[]];[]			[ArrayOfRequirementsHandlers];[RequirementsHandler]	
RequirementsDPartInteract	Penalty	integer	2.0		FALSE	FALSE	FALSE	100	[fn:Eval((@Penalty>=0) && (@Penalty<=100))]			
RequirementsEnableJavaScripts	Type	name	1.7		FALSE	FALSE	FALSE		[Requirement]			Table 273 and Table 275
RequirementsEnableJavaScripts	S	name	1.7		TRUE	FALSE	FALSE		[EnableJavaScripts]			
RequirementsEnableJavaScripts	V	dictionary;name	2.0		FALSE	FALSE	FALSE				[Extensions];[]	
RequirementsEnableJavaScripts	RH	array;dictionary	1.7		FALSE	FALSE	FALSE	[[]];[]			[ArrayOfRequirementsHandlers];[RequirementsHandler]	
RequirementsEnableJavaScripts	Penalty	integer	2.0		FALSE	FALSE	FALSE	100	[fn:Eval((@Penalty>=0) && (@Penalty<=100))]			
RequirementsEncryption	Type	name	2.0		FALSE	FALSE	FALSE		[Requirement]			Table 273 and Table 274 and Table 275
RequirementsEncryption	S	name	2.0		TRUE	FALSE	FALSE		[Encryption]			
RequirementsEncryption	V	dictionary;name	2.0		FALSE	FALSE	FALSE				[Extensions];[]	
RequirementsEncryption	RH	array;dictionary	2.0		FALSE	FALSE	FALSE	[[]];[]			[ArrayOfRequirementsHandlers];[RequirementsHandler]	
RequirementsEncryption	Penalty	integer	2.0		FALSE	FALSE	FALSE	100	[fn:Eval((@Penalty>=0) && (@Penalty<=100))]			
RequirementsEncryption	Encrypt	dictionary	2.0		FALSE	FALSE	FALSE				[EncryptionStandard,EncryptionPublicKey]	
RequirementsGeospatial2D	Type	name	2.0		FALSE	FALSE	FALSE		[Requirement]			Table 273 and Table 275
RequirementsGeospatial2D	S	name	2.0		TRUE	FALSE	FALSE		[Geospatial2D]			
RequirementsGeospatial2D	V	dictionary;name	2.0		FALSE	FALSE	FALSE				[Extensions];[]	
RequirementsGeospatial2D	RH	array;dictionary	2.0		FALSE	FALSE	FALSE	[[]];[]			[ArrayOfRequirementsHandlers];[RequirementsHandler]	
RequirementsGeospatial2D	Penalty	integer	2.0		FALSE	FALSE	FALSE	100	[fn:Eval((@Penalty>=0) && (@Penalty<=100))]			
RequirementsGeospatial3D	Type	name	2.0		FALSE	FALSE	FALSE		[Requirement]			Table 273 and Table 275
RequirementsGeospatial3D	S	name	2.0		TRUE	FALSE	FALSE		[Geospatial3D]			
RequirementsGeospatial3D	V	dictionary;name	2.0		FALSE	FALSE	FALSE				[Extensions];[]	
RequirementsGeospatial3D	RH	array;dictionary	2.0		FALSE	FALSE	FALSE	[[]];[]			[ArrayOfRequirementsHandlers];[RequirementsHandler]	
RequirementsGeospatial3D	Penalty	integer	2.0		FALSE	FALSE	FALSE	100	[fn:Eval((@Penalty>=0) && (@Penalty<=100))]			
RequirementsglTF	Type	name	2.0		FALSE	FALSE	FALSE		[Requirement]			Table 273 and ISO/TS 32007
RequirementsglTF	S	name	2.0		TRUE	FALSE	FALSE		[glTF]			
RequirementsglTF	V	name	2.0		TRUE	FALSE	FALSE		[2.0]			version of ISO/IEC 12113 according to ISO/TS 32007
RequirementsglTF	RH	array;dictionary	2.0		FALSE	FALSE	FALSE	[[]];[]			[ArrayOfRequirementsHandlers];[RequirementsHandler]	
RequirementsglTF	Penalty	integer	2.0		FALSE	FALSE	FALSE	100	[fn:Eval((@Penalty>=0) && (@Penalty<=100))]			
RequirementsHandler	Type	name	1.7		FALSE	FALSE	FALSE		[ReqHandler]			Table 276
RequirementsHandler	S	name	1.7		TRUE	FALSE	FALSE		[JS,NoOp]			
RequirementsHandler	Script	string-text	1.7		FALSE	FALSE	FALSE					
RequirementsMarkup	Type	name	2.0		FALSE	FALSE	FALSE		[Requirement]			Table 273 and Table 275
RequirementsMarkup	S	name	2.0		TRUE	FALSE	FALSE		[Markup]			
RequirementsMarkup	V	dictionary;name	2.0		FALSE	FALSE	FALSE				[Extensions];[]	
RequirementsMarkup	RH	array;dictionary	2.0		FALSE	FALSE	FALSE	[[]];[]			[ArrayOfRequirementsHandlers];[RequirementsHandler]	
RequirementsMarkup	Penalty	integer	2.0		FALSE	FALSE	FALSE	100	[fn:Eval((@Penalty>=0) && (@Penalty<=100))]			
RequirementsMultimedia	Type	name	2.0		FALSE	FALSE	FALSE		[Requirement]			Table 273 and Table 275
RequirementsMultimedia	S	name	2.0		TRUE	FALSE	FALSE		[Multimedia]			
RequirementsMultimedia	V	dictionary;name	2.0		FALSE	FALSE	FALSE				[Extensions];[]	
RequirementsMultimedia	RH	array;dictionary	2.0		FALSE	FALSE	FALSE	[[]];[]			[ArrayOfRequirementsHandlers];[RequirementsHandler]	
RequirementsMultimedia	Penalty	integer	2.0		FALSE	FALSE	FALSE	100	[fn:Eval((@Penalty>=0) && (@Penalty<=100))]			
RequirementsNavigation	Type	name	2.0		FALSE	FALSE	FALSE		[Requirement]			Table 273 and Table 275
RequirementsNavigation	S	name	2.0		TRUE	FALSE	FALSE		[Navigation]			
RequirementsNavigation	V	dictionary;name	2.0		FALSE	FALSE	FALSE				[Extensions];[]	
RequirementsNavigation	RH	array;dictionary	2.0		FALSE	FALSE	FALSE	[[]];[]			[ArrayOfRequirementsHandlers];[RequirementsHandler]	
RequirementsNavigation	Penalty	integer	2.0		FALSE	FALSE	FALSE	100	[fn:Eval((@Penalty>=0) && (@Penalty<=100))]			
RequirementsOCAutoStates	Type	name	2.0		FALSE	FALSE	FALSE		[Requirement]			Table 273 and Table 275
RequirementsOCAutoStates	S	name	2.0		TRUE	FALSE	FALSE		[OCAutoStates]			
RequirementsOCAutoStates	V	dictionary;name	2.0		FALSE	FALSE	FALSE				[Extensions];[]	
RequirementsOCAutoStates	RH	array;dictionary	2.0		FALSE	FALSE	FALSE	[[]];[]			[ArrayOfRequirementsHandlers];[RequirementsHandler]	
RequirementsOCAutoStates	Penalty	integer	2.0		FALSE	FALSE	FALSE	100	[fn:Eval((@Penalty>=0) && (@Penalty<=100))]			
RequirementsOCInteract	Type	name	2.0		FALSE	FALSE	FALSE		[Requirement]			Table 273 and Table 275
RequirementsOCInteract	S	name	2.0		TRUE	FALSE	FALSE		[OCInteract]			
RequirementsOCInteract	V	dictionary;name	2.0		FALSE	FALSE	FALSE				[Extensions];[]	
RequirementsOCInteract	RH	array;dictionary	2.0		FALSE	FALSE	FALSE	[[]];[]			[ArrayOfRequirementsHandlers];[RequirementsHandler]	
RequirementsOCInteract	Penalty	integer	2.0		FALSE	FALSE	FALSE	100	[fn:Eval((@Penalty>=0) && (@Penalty<=100))]			
RequirementsPRC	Type	name	2.0		FALSE	FALSE	FALSE		[Requirement]			Table 273 and Table 275
RequirementsPRC	S	name	2.0		TRUE	FALSE	FALSE		[PRC]			
RequirementsPRC	V	dictionary;name	2.0		FALSE	FALSE	FALSE				[Extensions];[]	
RequirementsPRC	RH	array;dictionary	2.0		FALSE	FALSE	FALSE	[[]];[]			[ArrayOfRequirementsHandlers];[RequirementsHandler]	
RequirementsPRC	Penalty	integer	2.0		FALSE	FALSE	FALSE	100	[fn:Eval((@Penalty>=0) && (@Penalty<=100))]			
RequirementsRichMedia	Type	name	2.0		FALSE	FALSE	FALSE		[Requirement]			Table 273 and Table 275
RequirementsRichMedia	S	name	2.0		TRUE	FALSE	FALSE		[RichMedia]			
RequirementsRichMedia	V	dictionary;name	2.0		FALSE	FALSE	FALSE				[Extensions];[]	
RequirementsRichMedia	RH	array;dictionary	2.0		FALSE	FALSE	FALSE	[[]];[]			[ArrayOfRequirementsHandlers];[RequirementsHandler]	
RequirementsRichMedia	Penalty	integer	2.0		FALSE	FALSE	FALSE	100	[fn:Eval((@Penalty>=0) && (@Penalty<=100))]			
RequirementsSeparationSimulation	Type	name	2.0		FALSE	FALSE	FALSE		[Requirement]			Table 273 and Table 275
RequirementsSeparationSimulation	S	name	2.0		TRUE	FALSE	FALSE		[SeparationSimulation]			
RequirementsSeparationSimulation	V	dictionary;name	2.0		FALSE	FALSE	FALSE				[Extensions];[]	
RequirementsSeparationSimulation	RH	array;dictionary	2.0		FALSE	FALSE	FALSE	[[]];[]			[ArrayOfRequirementsHandlers];[RequirementsHandler]	
RequirementsSeparationSimulation	Penalty	integer	2.0		FALSE	FALSE	FALSE	100	[fn:Eval((@Penalty>=0) && (@Penalty<=100))]			
RequirementsSTEP	Type	name	fn:Extension(ISO_TS_24064,2.0)		FALSE	FALSE	FALSE		[Requirement]			Table 273 and ISO/TS 24064
RequirementsSTEP	S	name	fn:Extension(ISO_TS_24064,2.0)		TRUE	FALSE	FALSE		[STEP]			
RequirementsSTEP	V	dictionary;name	fn:Extension(ISO_TS_24064,2.0)		FALSE	FALSE	FALSE				[Extensions];[]	
RequirementsSTEP	RH	array;dictionary	fn:Extension(ISO_TS_24064,2.0)		FALSE	FALSE	FALSE	[[]];[]			[ArrayOfRequirementsHandlers];[RequirementsHandler]	
RequirementsSTEP	Penalty	integer	fn:Extension(ISO_TS_24064,2.0)		FALSE	FALSE	FALSE	100	[fn:Eval((@Penalty>=0) && (@Penalty<=100))]			
RequirementsTransitions	Type	name	2.0		FALSE	FALSE	FALSE		[Requirement]			Table 273 and Table 275
RequirementsTransitions	S	name	2.0		TRUE	FALSE	FALSE		[Transitions]			
RequirementsTransitions	V	dictionary;name	2.0		FALSE	FALSE	FALSE				[Extensions];[]	
RequirementsTransitions	RH	array;dictionary	2.0		FALSE	FALSE	FALSE	[[]];[]			[ArrayOfRequirementsHandlers];[RequirementsHandler]	
RequirementsTransitions	Penalty	integer	2.0		FALSE	FALSE	FALSE	100	[fn:Eval((@Penalty>=0) && (@Penalty<=100))]			
RequirementsU3D	Type	name	2.0		FALSE	FALSE	FALSE		[Requirement]			Table 273 and Table 275
RequirementsU3D	S	name	2.0		TRUE	FALSE	FALSE		[U3D]			
RequirementsU3D	V	dictionary;name	2.0		FALSE	FALSE	FALSE				[Extensions];[]	
RequirementsU3D	RH	array;dictionary	2.0		FALSE	FALSE	FALSE	[[]];[]			[ArrayOfRequirementsHandlers];[RequirementsHandler]	
RequirementsU3D	Penalty	integer	2.0		FALSE	FALSE	FALSE	100	[fn:Eval((@Penalty>=0) && (@Penalty<=100))]			
Resource	ExtGState	dictionary	1.2		FALSE	FALSE	FALSE				[GraphicsStateParameterMap]	Table 34
Resource	ColorSpace	dictionary	1.0		FALSE	FALSE	FALSE				[ColorSpaceMap]	
Resource	Pattern	dictionary	1.2		FALSE	FALSE	FALSE				[PatternMap]	
Resource	Shading	dictionary	1.3		FALSE	FALSE	FALSE				[ShadingMap]	
Resource	XObject	dictionary	1.0		FALSE	FALSE	FALSE				[XObjectMap]	
Resource	Font	dictionary	1.0		FALSE	FALSE	FALSE				[FontMap]	
Resource	ProcSet	array	1.0	2.0	FALSE	FALSE	FALSE				[ArrayOfNamesForProcSet]	Clause 14.2 says deprecated in 1.4
Resource	Properties	dictionary	1.2		FALSE	FALSE	FALSE				[_UniversalDictionary]	
RichMediaActivation	Type	name	fn:Eval(fn:Extension(ADBE_Extn3,1.7) || 2.0)		FALSE	FALSE	FALSE		[RichMediaActivation]			Table 335
RichMediaActivation	Condition	name	fn:Eval(fn:Extension(ADBE_Extn3,1.7) || 2.0)		FALSE	FALSE	FALSE	XA	[XA,PO,PV]			
RichMediaActivation	Animation	dictionary	fn:Eval(fn:Extension(ADBE_Extn3,1.7) || 2.0)		FALSE	FALSE	FALSE				[RichMediaAnimation]	
RichMediaActivation	View	dictionary	fn:Eval(fn:Extension(ADBE_Extn3,1.7) || 2.0)		FALSE	TRUE	FALSE				[3DView,3DViewAddEntries]	
RichMediaActivation	Configuration	dictionary	fn:Eval(fn:Extension(ADBE_Extn3,1.7) || 2.0)		FALSE	TRUE	FALSE				[RichMediaConfiguration]	https://github.com/pdf-association/pdf-issues/issues/166
RichMediaActivation	Presentation	dictionary	fn:Eval(fn:Extension(ADBE_Extn3,1.7) || 2.0)		FALSE	FALSE	FALSE				[RichMediaPresentation]	
RichMediaActivation	Scripts	array	fn:Eval(fn:Extension(ADBE_Extn3,1.7) || 2.0)		FALSE	FALSE	FALSE				[ArrayOfIndirectFileSpecifications]	https://github.com/pdf-association/pdf-issues/issues/59
RichMediaAnimation	Type	name	fn:Eval(fn:Extension(ADBE_Extn3,1.7) || 2.0)		FALSE	FALSE	FALSE		[RichMediaAnimation]			Table 337
RichMediaAnimation	Subtype	name	fn:Eval(fn:Extension(ADBE_Extn3,1.7) || 2.0)		FALSE	FALSE	FALSE	None	[None,Linear,Oscillating]			Table 313
RichMediaAnimation	PlayCount	integer	fn:Eval(fn:Extension(ADBE_Extn3,1.7) || 2.0)		FALSE	FALSE	FALSE	-1		[fn:Ignore(@Subtype==None)]		
RichMediaAnimation	Speed	number	fn:Eval(fn:Extension(ADBE_Extn3,1.7) || 2.0)		FALSE	FALSE	FALSE	1	[fn:Eval(@Speed>0)]	[fn:Ignore(@Subtype==None)]		
RichMediaAnimation	AO	integer	fn:Extension(ISO_TS_32007,2.0)		FALSE	FALSE	FALSE	0		[fn:Eval(@AO>=0)]		ISO/TS 32007
RichMediaCommand	Type	name	fn:Eval(fn:Extension(ADBE_Extn3,1.7) || 2.0)		FALSE	FALSE	FALSE		[RichMediaCommand]			Table 223
RichMediaCommand	C	string-text	fn:Eval(fn:Extension(ADBE_Extn3,1.7) || 2.0)		TRUE	FALSE	FALSE					
RichMediaCommand	A	array;boolean;integer;number;string-text	fn:Eval(fn:Extension(ADBE_Extn3,1.7) || 2.0)		FALSE	FALSE	FALSE				[RichMediaCommandArray];[];[];[];[]	
RichMediaCommandArray	*	boolean;integer;number;string-text	fn:Eval(fn:Extension(ADBE_Extn3,1.7) || 2.0)		FALSE	FALSE	FALSE					Table 223, A cell
RichMediaConfiguration	Type	name	fn:Eval(fn:Extension(ADBE_Extn3,1.7) || 2.0)		FALSE	FALSE	FALSE		[RichMediaConfiguration]			Table 342
RichMediaConfiguration	Subtype	name	fn:Eval(fn:Extension(ADBE_Extn3,1.7) || 2.0)		FALSE	FALSE	FALSE		[3D,Sound,Video]			
RichMediaConfiguration	Name	string-text	fn:Eval(fn:Extension(ADBE_Extn3,1.7) || 2.0)		FALSE	FALSE	FALSE					
RichMediaConfiguration	Instances	array	fn:Eval(fn:Extension(ADBE_Extn3,1.7) || 2.0)		FALSE	FALSE	FALSE				[ArrayOfRichMediaInstances]	
RichMediaContent	Type	name	fn:Eval(fn:Extension(ADBE_Extn3,1.7) || 2.0)		FALSE	FALSE	FALSE		[RichMediaContent]			Table 341
RichMediaContent	Assets	name-tree	fn:Eval(fn:Extension(ADBE_Extn3,1.7) || 2.0)		FALSE	FALSE	FALSE				[FileSpecification]	
RichMediaContent	Configurations	array	fn:Eval(fn:Extension(ADBE_Extn3,1.7) || 2.0)		TRUE	FALSE	FALSE			[fn:Eval(fn:ArrayLength(Configurations)>0)]	[ArrayOfRichMediaConfiguration]	https://github.com/pdf-association/pdf-issues/issues/166
RichMediaContent	Views	array	fn:Eval(fn:Extension(ADBE_Extn3,1.7) || 2.0)		FALSE	FALSE	FALSE				[ArrayOf3DView]	
RichMediaCuePoint	Type	name	fn:Extension(ADBE_Extn3,1.7)	2.0	FALSE	FALSE	FALSE		[CuePoint]			Adobe Extension Level 3, Table 9.51e
RichMediaCuePoint	Subtype	name	fn:Extension(ADBE_Extn3,1.7)	2.0	FALSE	FALSE	FALSE		[Navigation,Event]			
RichMediaCuePoint	Name	string-text	fn:Extension(ADBE_Extn3,1.7)	2.0	TRUE	FALSE	FALSE					
RichMediaCuePoint	Time	number	fn:Extension(ADBE_Extn3,1.7)	2.0	TRUE	FALSE	FALSE					
RichMediaCuePoint	A	dictionary	fn:Extension(ADBE_Extn3,1.7)	2.0	TRUE	FALSE	FALSE				[ActionGoTo,ActionGoToR,ActionGoToE,ActionLaunch,ActionThread,ActionURI,ActionSound,ActionMovie,ActionHide,ActionNamed,ActionSubmitForm,ActionResetForm,ActionImportData,ActionSetOCGState,ActionRendition,ActionTransition,ActionGoTo3DView,ActionECMAScript,ActionRichMediaExecute]	
RichMediaDeactivation	Type	name	fn:Eval(fn:Extension(ADBE_Extn3,1.7) || 2.0)		FALSE	FALSE	FALSE		[RichMediaDeactivation]			Table 336
RichMediaDeactivation	Condition	name	fn:Eval(fn:Extension(ADBE_Extn3,1.7) || 2.0)		FALSE	FALSE	FALSE	XD	[XD,PC,PI]			
RichMediaHeight	Default	integer	fn:Eval(fn:Extension(ADBE_Extn3,1.7) || 2.0)		FALSE	FALSE	FALSE	216	[fn:Eval(@Default>0)]			Table 339
RichMediaHeight	Max	integer	fn:Eval(fn:Extension(ADBE_Extn3,1.7) || 2.0)		FALSE	FALSE	FALSE	432	[fn:Eval(@Max>0)]			
RichMediaHeight	Min	integer	fn:Eval(fn:Extension(ADBE_Extn3,1.7) || 2.0)		FALSE	FALSE	FALSE	72	[fn:Eval(@Min>0)]			
RichMediaInstance	Type	name	fn:Eval(fn:Extension(ADBE_Extn3,1.7) || 2.0)		FALSE	FALSE	FALSE		[RichMediaInstance]			Table 343
RichMediaInstance	Subtype	name	fn:Eval(fn:Extension(ADBE_Extn3,1.7) || 2.0)		TRUE	FALSE	FALSE		[3D,Sound,Video,fn:IsPDFVersion(1.7,fn:Extension(ADBE_Extn3,Flash))]			
RichMediaInstance	Asset	dictionary	fn:Eval(fn:Extension(ADBE_Extn3,1.7) || 2.0)		TRUE	FALSE	FALSE				[FileSpecification]	
RichMediaInstance	Params	dictionary	fn:Extension(ADBE_Extn3,1.7)	2.0	FALSE	FALSE	FALSE			[fn:Eval(@Subtype==Flash)]	[RichMediaParams]	Adobe Extension Level 3, Table 9.51b
RichMediaInstance	Scene	integer	fn:Extension(ISO_TS_32007,2.0)		FALSE	FALSE	FALSE		[fn:Eval(@Scene>=0)]			ISO/TS 32007
RichMediaParams	Type	name	fn:Extension(ADBE_Extn3,1.7)	2.0	FALSE	FALSE	FALSE		[RichMediaParams]			Adobe Extension Level 3, Table 9.51c
RichMediaParams	FlashVars	stream;string-text	fn:Extension(ADBE_Extn3,1.7)	2.0	FALSE	[TRUE];[FALSE]	FALSE				[Stream];[]	
RichMediaParams	Binding	name	fn:Extension(ADBE_Extn3,1.7)	2.0	FALSE	FALSE	FALSE	None	[None,Foreground,Background,Material]			
RichMediaParams	BindingMaterial	string-text	fn:Extension(ADBE_Extn3,1.7)	2.0	fn:IsRequired(@Binding==Material)	FALSE	FALSE					
RichMediaParams	CuePoints	array	fn:Extension(ADBE_Extn3,1.7)	2.0	FALSE	FALSE	FALSE				[ArrayOfRichMediaCuePoints]	
RichMediaParams	Seetings	stream;string-text	fn:Extension(ADBE_Extn3,1.7)	2.0	FALSE	[TRUE];[FALSE]	FALSE				[Stream];[]	
RichMediaPosition	Type	name	fn:Eval(fn:Extension(ADBE_Extn3,1.7) || 2.0)		FALSE	FALSE	FALSE		[RichMediaPosition]			Table 340
RichMediaPosition	HAlign	name	fn:Eval(fn:Extension(ADBE_Extn3,1.7) || 2.0)		FALSE	FALSE	FALSE	Far	[Near,Center,Far]			
RichMediaPosition	VAlign	name	fn:Eval(fn:Extension(ADBE_Extn3,1.7) || 2.0)		FALSE	FALSE	FALSE	Near	[Near,Center,Far]			
RichMediaPosition	HOffset	number	fn:Eval(fn:Extension(ADBE_Extn3,1.7) || 2.0)		FALSE	FALSE	FALSE	18				
RichMediaPosition	VOffset	number	fn:Eval(fn:Extension(ADBE_Extn3,1.7) || 2.0)		FALSE	FALSE	FALSE	18				
RichMediaPresentation	Type	name	fn:Eval(fn:Extension(ADBE_Extn3,1.7) || 2.0)		FALSE	FALSE	FALSE		[RichMediaPresentation]			Table 338
RichMediaPresentation	Style	name	fn:Eval(fn:Extension(ADBE_Extn3,1.7) || 2.0)		FALSE	FALSE	FALSE	Embedded	[Embedded,Windowed]			
